1.731821000000000000e+06,2.645730000000000000e+05,2.147997000000000000e+06,1.004563000000000000e+06,9.231290000000000000e+05,1.406339000000000000e+06,8.066410000000000000e+05,4.821290000000000000e+05
1.734384000000000000e+06,2.679390000000000000e+05,2.151318000000000000e+06,1.008350000000000000e+06,9.269650000000000000e+05,1.410776000000000000e+06,8.084460000000000000e+05,4.821050000000000000e+05
1.730859000000000000e+06,2.620950000000000000e+05,2.142282000000000000e+06,9.980990000000000000e+05,9.213780000000000000e+05,1.402054000000000000e+06,8.071590000000000000e+05,4.822780000000000000e+05
1.727708000000000000e+06,2.587630000000000000e+05,2.138963000000000000e+06,9.944680000000000000e+05,9.176150000000000000e+05,1.397816000000000000e+06,8.053830000000000000e+05,4.820680000000000000e+05
1.730187000000000000e+06,2.627740000000000000e+05,2.145321000000000000e+06,1.002033000000000000e+06,9.213340000000000000e+05,1.404004000000000000e+06,8.055730000000000000e+05,4.811410000000000000e+05
1.733554000000000000e+06,2.669880000000000000e+05,2.150160000000000000e+06,1.008109000000000000e+06,9.261510000000000000e+05,1.410476000000000000e+06,8.073560000000000000e+05,4.810890000000000000e+05
1.731395000000000000e+06,2.632530000000000000e+05,2.142538000000000000e+06,9.990580000000000000e+05,9.222550000000000000e+05,1.403748000000000000e+06,8.074210000000000000e+05,4.816740000000000000e+05
1.728119000000000000e+06,2.589430000000000000e+05,2.137542000000000000e+06,9.935310000000000000e+05,9.176010000000000000e+05,1.397893000000000000e+06,8.058440000000000000e+05,4.818220000000000000e+05
1.729333000000000000e+06,2.615990000000000000e+05,2.142304000000000000e+06,1.000116000000000000e+06,9.201510000000000000e+05,1.402768000000000000e+06,8.054840000000000000e+05,4.812450000000000000e+05
1.733010000000000000e+06,2.667000000000000000e+05,2.148443000000000000e+06,1.007903000000000000e+06,9.256530000000000000e+05,1.410283000000000000e+06,8.067290000000000000e+05,4.809910000000000000e+05
1.731885000000000000e+06,2.636590000000000000e+05,2.142896000000000000e+06,1.001363000000000000e+06,9.232270000000000000e+05,1.405080000000000000e+06,8.071610000000000000e+05,4.814570000000000000e+05
1.728248000000000000e+06,2.589110000000000000e+05,2.136362000000000000e+06,9.939550000000000000e+05,9.178790000000000000e+05,1.398203000000000000e+06,8.059710000000000000e+05,4.815910000000000000e+05
1.729618000000000000e+06,2.610480000000000000e+05,2.139876000000000000e+06,9.990840000000000000e+05,9.196290000000000000e+05,1.401613000000000000e+06,8.059310000000000000e+05,4.809110000000000000e+05
1.733125000000000000e+06,2.663000000000000000e+05,2.146631000000000000e+06,1.007828000000000000e+06,9.251330000000000000e+05,1.409659000000000000e+06,8.071630000000000000e+05,4.804720000000000000e+05
1.732794000000000000e+06,2.647480000000000000e+05,2.142812000000000000e+06,1.003581000000000000e+06,9.242180000000000000e+05,1.406769000000000000e+06,8.074140000000000000e+05,4.806870000000000000e+05
1.729434000000000000e+06,2.593500000000000000e+05,2.135202000000000000e+06,9.946910000000000000e+05,9.185910000000000000e+05,1.398862000000000000e+06,8.064690000000000000e+05,4.811110000000000000e+05
1.729350000000000000e+06,2.603110000000000000e+05,2.137457000000000000e+06,9.978230000000000000e+05,9.190600000000000000e+05,1.400559000000000000e+06,8.060820000000000000e+05,4.809800000000000000e+05
1.732854000000000000e+06,2.656880000000000000e+05,2.144638000000000000e+06,1.006928000000000000e+06,9.245430000000000000e+05,1.408916000000000000e+06,8.072540000000000000e+05,4.803580000000000000e+05
1.734191000000000000e+06,2.666090000000000000e+05,2.144076000000000000e+06,1.006286000000000000e+06,9.259910000000000000e+05,1.408961000000000000e+06,8.080960000000000000e+05,4.804410000000000000e+05
1.729961000000000000e+06,2.601530000000000000e+05,2.134664000000000000e+06,9.954230000000000000e+05,9.194410000000000000e+05,1.399895000000000000e+06,8.066230000000000000e+05,4.809270000000000000e+05
1.729011000000000000e+06,2.601640000000000000e+05,2.135029000000000000e+06,9.963210000000000000e+05,9.186650000000000000e+05,1.399707000000000000e+06,8.060180000000000000e+05,4.804960000000000000e+05
1.732518000000000000e+06,2.659090000000000000e+05,2.142771000000000000e+06,1.005368000000000000e+06,9.241540000000000000e+05,1.407867000000000000e+06,8.073310000000000000e+05,4.800490000000000000e+05
1.734617000000000000e+06,2.680160000000000000e+05,2.144248000000000000e+06,1.007364000000000000e+06,9.269520000000000000e+05,1.410461000000000000e+06,8.086060000000000000e+05,4.800810000000000000e+05
1.730780000000000000e+06,2.617730000000000000e+05,2.134921000000000000e+06,9.966440000000000000e+05,9.208040000000000000e+05,1.401188000000000000e+06,8.071290000000000000e+05,4.803290000000000000e+05
1.728945000000000000e+06,2.598060000000000000e+05,2.133098000000000000e+06,9.953260000000000000e+05,9.184340000000000000e+05,1.398699000000000000e+06,8.059940000000000000e+05,4.803560000000000000e+05
1.731898000000000000e+06,2.644810000000000000e+05,2.139701000000000000e+06,1.003783000000000000e+06,9.230240000000000000e+05,1.406107000000000000e+06,8.069360000000000000e+05,4.799650000000000000e+05
1.734230000000000000e+06,2.675280000000000000e+05,2.142688000000000000e+06,1.007975000000000000e+06,9.267740000000000000e+05,1.410576000000000000e+06,8.078750000000000000e+05,4.797360000000000000e+05
1.731332000000000000e+06,2.632260000000000000e+05,2.134674000000000000e+06,9.980990000000000000e+05,9.220330000000000000e+05,1.402848000000000000e+06,8.072990000000000000e+05,4.802410000000000000e+05
1.727905000000000000e+06,2.592810000000000000e+05,2.130646000000000000e+06,9.938980000000000000e+05,9.177590000000000000e+05,1.397973000000000000e+06,8.055050000000000000e+05,4.797980000000000000e+05
1.729793000000000000e+06,2.629830000000000000e+05,2.136476000000000000e+06,1.000920000000000000e+06,9.209830000000000000e+05,1.403758000000000000e+06,8.054410000000000000e+05,4.789710000000000000e+05
1.733522000000000000e+06,2.677580000000000000e+05,2.142018000000000000e+06,1.007656000000000000e+06,9.261530000000000000e+05,1.410278000000000000e+06,8.069630000000000000e+05,4.786190000000000000e+05
1.731161000000000000e+06,2.633220000000000000e+05,2.134868000000000000e+06,9.996250000000000000e+05,9.222250000000000000e+05,1.403417000000000000e+06,8.062990000000000000e+05,4.790420000000000000e+05
1.727753000000000000e+06,2.584950000000000000e+05,2.128901000000000000e+06,9.934060000000000000e+05,9.171950000000000000e+05,1.397179000000000000e+06,8.048420000000000000e+05,4.790900000000000000e+05
1.729846000000000000e+06,2.620330000000000000e+05,2.133941000000000000e+06,9.997450000000000000e+05,9.200710000000000000e+05,1.402170000000000000e+06,8.051410000000000000e+05,4.786890000000000000e+05
1.733821000000000000e+06,2.674270000000000000e+05,2.140627000000000000e+06,1.007850000000000000e+06,9.257680000000000000e+05,1.410053000000000000e+06,8.070330000000000000e+05,4.783660000000000000e+05
